Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Table 15,Selected business activities,2011–19,Investment in expansion,Maori Small to Medium Enterprises,Percent,37,2018,1 and 4
Table 15,Selected business activities,2011–19,Investment in expansion,Maori Tourism,Percent,50,2018,1 and 6
Table 15,Selected business activities,2011–19,Research and development,Maori authorities,Percent,25,2018,1
Table 15,Selected business activities,2011–19,Research and development,All New Zealand Businesses,Percent,7,2018,1
Table 15,Selected business activities,2011–19,Research and development,Maori Small to Medium Enterprises,Percent,13,2018,1 and 4
Table 15,Selected business activities,2011–19,Research and development,Maori Tourism,Percent,10,2018,1 and 6
Table 15,Selected business activities,2011–19,Tourism sales,Maori authorities,Percent,25,2018,1
Table 15,Selected business activities,2011–19,Tourism sales,All New Zealand Businesses,Percent,24,2018,1
Table 15,Selected business activities,2011–19,Tourism sales,Maori Small to Medium Enterprises,Percent,21,2018,1 and 4
Table 15,Selected business activities,2011–19,Tourism sales,Maori Tourism,Percent,85,2018,1 and 6 and 6
Table 15,Selected business activities,2011–19,Export sales,Maori authorities,Percent,27,2019,1 and 3
Table 15,Selected business activities,2011–19,Export sales,All New Zealand Businesses,Percent,26,2019,1 and 3
Table 15,Selected business activities,2011–19,Export sales,Maori Small to Medium Enterprises,Percent,28,2019,1 and 4 and 3
Table 15,Selected business activities,2011–19,Export sales,Maori Tourism,Percent,29,2019,1 and 5 and 3
Table 15,Selected business activities,2011–19,Investment in expansion,Maori authorities,Percent,45,2019,1
Table 15,Selected business activities,2011–19,Investment in expansion,All New Zealand Businesses,Percent,32,2019,1
Table 15,Selected business activities,2011–19,Investment in expansion,Maori Small to Medium Enterprises,Percent,36,2019,1 and 4
Table 15,Selected business activities,2011–19,Investment in expansion,Maori Tourism,Percent,47,2019,1 and 6
Table 15,Selected business activities,2011–19,Research and development,Maori authorities,Percent,18,2019,1
Table 15,Selected business activities,2011–19,Research and development,All New Zealand Businesses,Percent,11,2019,1
Table 15,Selected business activities,2011–19,Research and development,Maori Small to Medium Enterprises,Percent,18,2019,1 and 4
Table 15,Selected business activities,2011–19,Research and development,Maori Tourism,Percent,18,2019,1 and 6
Table 15,Selected business activities,2011–19,Tourism sales,Maori authorities,Percent,27,2019,1
Table 15,Selected business activities,2011–19,Tourism sales,All New Zealand Businesses,Percent,23,2019,1
Table 15,Selected business activities,2011–19,Tourism sales,Maori Small to Medium Enterprises,Percent,17,2019,1 and 4
Table 15,Selected business activities,2011–19,Tourism sales,Maori Tourism,Percent,82,2019,1 and 6 and 6
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,Maori authorities,Percent,S,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,All New Zealand Businesses,Percent,19,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,Maori Small to Medium Enterprises,Percent,22,2015,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,Maori Tourism,Percent,C,2015,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,Maori authorities,Percent,S,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,All New Zealand Businesses,Percent,74,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,Maori Small to Medium Enterprises,Percent,78,2015,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,Maori Tourism,Percent,100,2015,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,Maori authorities,Percent,S,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,All New Zealand Businesses,Percent,53,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,Maori Small to Medium Enterprises,Percent,44,2015,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,Maori Tourism,Percent,60,2015,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,Maori authorities,Percent,S,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,All New Zealand Businesses,Percent,50,2015,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,Maori Small to Medium Enterprises,Percent,56,2015,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,Maori Tourism,Percent,100,2015,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,Maori authorities,Percent,S,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,All New Zealand Businesses,Percent,19,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,Maori Small to Medium Enterprises,Percent,19,2019,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Cost control,Maori Tourism,Percent,C,2019,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,Maori authorities,Percent,S,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,All New Zealand Businesses,Percent,77,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,Maori Small to Medium Enterprises,Percent,81,2019,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Quality or customisable goods and/or services,Maori Tourism,Percent,80,2019,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,Maori authorities,Percent,S,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,All New Zealand Businesses,Percent,57,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,Maori Small to Medium Enterprises,Percent,67,2019,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Staff experience,Maori Tourism,Percent,80,2019,1 and 2 and 5
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,Maori authorities,Percent,S,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,All New Zealand Businesses,Percent,55,2019,1 and 2
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,Maori Small to Medium Enterprises,Percent,67,2019,1 and 2 and 4
Table 16,Factors that helped businesses compete overseas,2015 and 2019,Unique intellectual property or valuable brand,Maori Tourism,Percent,60,2019,1 and 2 and 5
Table 17,Businesses that innovated,By type,Goods,Maori authorities,Percent,27,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Goods,All New Zealand Businesses,Percent,17,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Goods,Maori Small to Medium Enterprises,Percent,20,2013,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Goods,Maori Tourism,Percent,22,2013,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Marketing,Maori authorities,Percent,27,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Marketing,All New Zealand Businesses,Percent,23,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Marketing,Maori Small to Medium Enterprises,Percent,27,2013,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Marketing,Maori Tourism,Percent,33,2013,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Operational,Maori authorities,Percent,27,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Operational,All New Zealand Businesses,Percent,17,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Operational,Maori Small to Medium Enterprises,Percent,29,2013,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Operational,Maori Tourism,Percent,33,2013,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Organisational,Maori authorities,Percent,36,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Organisational,All New Zealand Businesses,Percent,20,2013,1 and 2 and 3
Table 17,Businesses that innovated,By type,Organisational,Maori Small to Medium Enterprises,Percent,29,2013,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Organisational,Maori Tourism,Percent,44,2013,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Total innovation rate,Maori authorities,Percent,55,2013,1 and 2 and 3 and 5
Table 17,Businesses that innovated,By type,Total innovation rate,All New Zealand Businesses,Percent,46,2013,1 and 2 and 3 and 5
Table 17,Businesses that innovated,By type,Total innovation rate,Maori Small to Medium Enterprises,Percent,54,2013,1 and 2 and 3 and 4 and 6
Table 17,Businesses that innovated,By type,Total innovation rate,Maori Tourism,Percent,67,2013,1 and 2 and 3 and 4 and 7
Table 17,Businesses that innovated,By type,Goods,Maori authorities,Percent,40,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Goods,All New Zealand Businesses,Percent,18,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Goods,Maori Small to Medium Enterprises,Percent,31,2015,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Goods,Maori Tourism,Percent,31,2015,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Marketing,Maori authorities,Percent,30,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Marketing,All New Zealand Businesses,Percent,24,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Marketing,Maori Small to Medium Enterprises,Percent,29,2015,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Marketing,Maori Tourism,Percent,46,2015,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Operational,Maori authorities,Percent,30,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Operational,All New Zealand Businesses,Percent,19,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Operational,Maori Small to Medium Enterprises,Percent,31,2015,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Operational,Maori Tourism,Percent,31,2015,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Organisational,Maori authorities,Percent,30,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Organisational,All New Zealand Businesses,Percent,22,2015,1 and 2 and 3
Table 17,Businesses that innovated,By type,Organisational,Maori Small to Medium Enterprises,Percent,39,2015,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Organisational,Maori Tourism,Percent,38,2015,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Total innovation rate,Maori authorities,Percent,60,2015,1 and 2 and 3 and 5
Table 17,Businesses that innovated,By type,Total innovation rate,All New Zealand Businesses,Percent,49,2015,1 and 2 and 3 and 5
Table 17,Businesses that innovated,By type,Total innovation rate,Maori Small to Medium Enterprises,Percent,63,2015,1 and 2 and 3 and 4 and 6
Table 17,Businesses that innovated,By type,Total innovation rate,Maori Tourism,Percent,69,2015,1 and 2 and 3 and 4 and 7
Table 17,Businesses that innovated,By type,Goods,Maori authorities,Percent,27,2017,1 and 2 and 3
Table 17,Businesses that innovated,By type,Goods,All New Zealand Businesses,Percent,18,2017,1 and 2 and 3
Table 17,Businesses that innovated,By type,Goods,Maori Small to Medium Enterprises,Percent,25,2017,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Goods,Maori Tourism,Percent,37,2017,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Marketing,Maori authorities,Percent,27,2017,1 and 2 and 3
Table 17,Businesses that innovated,By type,Marketing,All New Zealand Businesses,Percent,22,2017,1 and 2 and 3
Table 17,Businesses that innovated,By type,Marketing,Maori Small to Medium Enterprises,Percent,31,2017,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Marketing,Maori Tourism,Percent,47,2017,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Operational,Maori authorities,Percent,36,2017,1 and 2 and 3
Table 17,Businesses that innovated,By type,Operational,All New Zealand Businesses,Percent,19,2017,1 and 2 and 3
Table 17,Businesses that innovated,By type,Operational,Maori Small to Medium Enterprises,Percent,28,2017,1 and 2 and 3 and 6
Table 17,Businesses that innovated,By type,Operational,Maori Tourism,Percent,32,2017,1 and 2 and 3 and 7
Table 17,Businesses that innovated,By type,Organisational,Maori authorities,Percent,36,2017,1 and 2 and 3
